magazine,volume,issue,serial_num,date,title,author,page,note
伊那路,62,12,743,2018/12/10,【古文書の窓】（137）御柱祭催行についての返答書,松澤　英太郎,32,広域特集号
伊那路,62,12,743,2018/12/10,ふるさとの子育て（34）毒母,大槻　武治,34,広域特集号
伊那路,62,12,743,2018/12/10,【図説・上伊那の民俗】（20）鞍掛のデーモンジ（辰野町北大出鞍掛）,三石　稔,表紙2,広域特集号
伊那路,62,12,743,2018/12/10,【おとぎ絵姿花彩帖】（53）,橋爪　まんぷ,表紙3,広域特集号
伊那路,62,11,742,2018/11/10,『古今書院』創設者・西春近村出身の橋本福松（10）教員から実業家へと歩んだその波乱の生涯に学ぶ,三上　徹也,1,
伊那路,62,11,742,2018/11/10,ネパール　シタ・ダルマ小学校贈呈式　ヒマラヤトレッキング　アンナプルナ山群,清水　満,13,
伊那路,62,11,742,2018/11/10,思い出の人・思い出の事（25）伊那高女で愛唱された「月見草」の歌,桃澤　匡行,22,
伊那路,62,11,742,2018/11/10,伊那市が取り組む古い地名調査（12）,竹松　亨,26,
伊那路,62,11,742,2018/11/10,伊那谷のイカル　民俗の窓を通して（34）,吉田　保晴,35,
伊那路,62,11,742,2018/11/10,【古文書の窓】（136）宗門改の厳しさ,松澤　英太郎,38,
伊那路,62,11,742,2018/11/10,【図説・上伊那の民俗】（19）石曽根諏訪神社獅子舞（飯島町石曽根）,三石　稔,表紙2,
伊那路,62,11,742,2018/11/10,【おとぎ絵姿花彩帖】（52）,橋爪　まんぷ,表紙3,
伊那路,62,10,741,2018/10/10,伊那街道宮田宿,小池　孝,1,宮田宿特集号
伊那路,62,10,741,2018/10/10,宮田宿の歴史的建造物,小池　勝典,11,宮田宿特集号
伊那路,62,10,741,2018/10/10,宮田村の景観を考える会の取り組み,天野　早人,21,宮田宿特集号
伊那路,62,10,741,2018/10/10,宮田村の景観計画と歴史保全区域,佐々木　葉,26,宮田宿特集号
伊那路,62,10,741,2018/10/10,「物語」の再生とまちづくり　蔵と町屋の保存・活用に向けて,藤倉　英世,30,宮田宿特集号
伊那路,62,10,741,2018/10/10,宮田宿の歴史を共有する「宮田まちなか博物館」,増田　大夢,35,宮田宿特集号
伊那路,62,10,741,2018/10/10,「竹屋」（唐木家）管見　宮田宿の中で、生き方を探る,唐木　達雄,38,宮田宿特集号
伊那路,62,10,741,2018/10/10,宮田宿の本陣について,小池　勝典,42,宮田宿特集号
伊那路,62,10,741,2018/10/10,宮田村の原始・古代史概要,太田　保,44,宮田宿特集号
伊那路,62,10,741,2018/10/10,【図説・上伊那の民俗】（18）伊那森神社例祭（駒ヶ根市東伊那）,三石　稔,表紙2,宮田宿特集号
伊那路,62,10,741,2018/10/10,【おとぎ絵姿花彩帖】（51）,橋爪　まんぷ,表紙3,
伊那路,62,9,740,2018/09/10,高遠に残る槍・薙刀　高遠町歴史博物館収蔵品等から概観する,林　洋一,1,
伊那路,62,9,740,2018/09/10,『古今書院』創設者・西春近村出身の橋本福松（9）教員から実業家へと歩んだその波乱の生涯に学ぶ,三上　徹也,13,
伊那路,62,9,740,2018/09/10,春近五人衆　片切昌為の動静（上）,宮下　玄覇,25,
伊那路,62,9,740,2018/09/10,伊那市の経塚について（2）経典供養塔を中心に,伊藤　和也,33,
伊那路,62,9,740,2018/09/10,【古文書の窓】（135）村方百姓に取り立てられた一札,松澤　英太郎,38,
伊那路,62,9,740,2018/09/10,【図説・上伊那の民俗】（17）仏迎え（伊那市美篶六道地蔵尊）,三石　稔,表紙2,
伊那路,62,9,740,2018/09/10,【おとぎ絵姿花彩帖】（50）,橋爪　まんぷ,表紙3,
伊那路,62,8,739,2018/08/10,教育現場から見た上伊那における「二・四（教員赤化）事件」　『伊藤泰輔日記』と関係者からの聞き取りを中心に,矢澤　静二,1,終戦特集号
伊那路,62,8,739,2018/08/10,旧陸軍伊那飛行場の遺構の保存をめぐって　「環状北線」道路開設との関わりを中心に,山口　通之,17,終戦特集号
伊那路,62,8,739,2018/08/10,父母の満州開拓・富貴原郷開拓団の記録,中城　安子,27,終戦特集号
伊那路,62,8,739,2018/08/10,埋められた戦没者慰霊の碑　時代の流れに翻弄された手良招魂碑,宮原　達明,37,終戦特集号
伊那路,62,8,739,2018/08/10,東春近国民学校の義勇軍送出　国民学校日誌から,北原　昌弘,43,終戦特集号
伊那路,62,8,739,2018/08/10,【図説・上伊那の民俗】（16）千社参り（伊那市美篶青島）,三石　稔,表紙2,終戦特集号
伊那路,62,8,739,2018/08/10,【おとぎ絵姿花彩帖】（49）,橋爪　まんぷ,表紙3,終戦特集号
伊那路,62,7,738,2018/07/10,中央アルプス地名考（1）木曽駒ケ岳,吉田　保晴,1,
伊那路,62,7,738,2018/07/10,東高遠ヨケと呼ばれる所　父祖の地を尋ねる,瀧澤　秀人,12,
伊那路,62,7,738,2018/07/10,有賀月松と手良の貴船社俳額,宮原　達明,23,
伊那路,62,7,738,2018/07/10,「登戸研究所」調査研究会の発足,小木曽　伸一,29,
伊那路,62,7,738,2018/07/10,第42回全国高等学校総合文化祭　8月長野県で開催　上伊那では伊那市（郷土芸能）・駒ヶ根市（ボランティア）が会場に,広瀬　邦仁・山口　通之,33,
伊那路,62,7,738,2018/07/10,【古文書の窓】（134）入会山の利用,松澤　英太郎,38,
伊那路,62,7,738,2018/07/10,【図説・上伊那の民俗】（15）お誕生祝い（飯島町）,三石　稔,表紙2,
伊那路,62,7,738,2018/07/10,【おとぎ絵姿花彩帖】（48）,橋爪　まんぷ,表紙3,
伊那路,62,6,737,2018/06/10,伊那市の経塚について（1）遺跡・遺物を中心に,伊藤　和也,1,
伊那路,62,6,737,2018/06/10,伊那電気鉄道の労働争議　大正末期の様子を写真で追う,小林　哲,6,
伊那路,62,6,737,2018/06/10,「高遠石工」石造物フォトコンテストの開催　「日本で最も美しい村連合」加盟の事業として,山口　通之,17,
伊那路,62,6,737,2018/06/10,石仏と対峙する静かな時間　「高遠石工フォトコンテスト」の応募作品に寄せて,熊谷　友幸,21,
伊那路,62,6,737,2018/06/10,伊那市が取り組む古い地名調査（11）,竹松　亨,23,
伊那路,62,6,737,2018/06/10,伊那谷の高山の鳥　民俗の窓を通して（33）,吉田　保晴,32,
伊那路,62,6,737,2018/06/10,ふるさとの子育て（33）アサガオの花,大槻　武治,35,
伊那路,62,6,737,2018/06/10,【古文書の窓】（133）水戸浪士の通行に関する旅人の話,下平　すみ子,36,
伊那路,62,6,737,2018/06/10,【図説・上伊那の民俗】（14）雪形（駒ヶ根市赤穂）,三石　稔,表紙2,
伊那路,62,6,737,2018/06/10,【おとぎ絵姿花彩帖】（47）,橋爪　まんぷ,表紙3,
伊那路,62,5,736,2018/05/10,茅の輪くぐり　上伊那の事例から,中崎　隆生,1,
伊那路,62,5,736,2018/05/10,天竜川の移動で流失した中州の村「鍛冶ケ島」の歴史,北原　昌弘,9,
伊那路,62,5,736,2018/05/10,伊那谷のカモの仲間　民俗の窓を通して（32）,吉田　保晴,16,
伊那路,62,5,736,2018/05/10,第5回井月忌の集い・井月忌俳句大会　報告,大野田　井蛙・春日　利比古・矢島　信之,25,
伊那路,62,5,736,2018/05/10,思い出の人・思い出の事（24）『源氏三枕』の発見,桃澤　匡行,29,
伊那路,62,5,736,2018/05/10,【古文書の窓】（132）旅行中亡くなった人の始末,松澤　英太郎,32,
伊那路,62,5,736,2018/05/10,『古今書院』創設者・西春近村出身の橋本福松（8）教員から実業家へと歩んだその波乱の生涯に学ぶ,三上　徹也,34,
伊那路,62,5,736,2018/05/10,【図説・上伊那の民俗】（13）やきもち踊り（伊那市山寺）,三石　稔,表紙2,
伊那路,62,5,736,2018/05/10,【おとぎ絵姿花彩帖】（46）,橋爪　まんぷ,表紙3,
伊那路,62,4,735,2018/04/10,高遠藩主が描いた鳥の絵　高遠町歴史博物館収蔵品等から概観する,林　洋一,1,
伊那路,62,4,735,2018/04/10,仲仙寺にあったとされる「十二坊」に関する考察,伊藤　和也,16,
伊那路,62,4,735,2018/04/10,ふるさとの水と農業　歩みと課題に思う,春日　州一,24,
伊那路,62,4,735,2018/04/10,伊那市が取り組む古い地名調査（10）,竹松　亨,29,
伊那路,62,4,735,2018/04/10,ふるさとの子育て（32）いじめ,大槻　武治,39,
伊那路,62,4,735,2018/04/10,【図説・上伊那の民俗】（12）庚申講（飯島町本郷第6）,三石　稔,表紙2,
伊那路,62,4,735,2018/04/10,【おとぎ絵姿花彩帖】（45）,橋爪　まんぷ,表紙3,
伊那路,62,3,734,2018/03/10,「第18回上伊那郷土研究交流の集い」現地巡検概報,伊藤　一夫,1,上伊那郷土研究交流の集い特集号
伊那路,62,3,734,2018/03/10,注目してほしい地域「東伊那」,福澤　浩之,2,上伊那郷土研究交流の集い特集号
伊那路,62,3,734,2018/03/10,東伊那善福寺の西国三十三観音を訪ねて　第18回上伊那郷土研究交流の集いに寄せて,田中　清文,8,上伊那郷土研究交流の集い特集号
伊那路,62,3,734,2018/03/10,郷土研究と公民館,新井　幸徳,14,上伊那郷土研究交流の集い特集号
伊那路,62,3,734,2018/03/10,「東伊那の集い」に思う,桃澤　匡行,18,上伊那郷土研究交流の集い特集号
伊那路,62,3,734,2018/03/10,「誑三才孩兒」に一瞬、奇異のひらめき,唐木　達雄,20,上伊那郷土研究交流の集い特集号
伊那路,62,3,734,2018/03/10,『古今書院』創設者・西春近村出身の橋本福松（7）教員から実業家へと歩んだその波乱の生涯に学ぶ,三上　徹也,22,上伊那郷土研究交流の集い特集号
伊那路,62,3,734,2018/03/10,伊那谷のカスミ網猟　民俗の窓を通して（31）,吉田　保晴,30,上伊那郷土研究交流の集い特集号
伊那路,62,3,734,2018/03/10,【文化短信】「春の高校伊那駅伝」をさらに誇れる文化に,矢島　信之,39,上伊那郷土研究交流の集い特集号
伊那路,62,3,734,2018/03/10,【図説・上伊那の民俗】（11）数珠回し（辰野町横川飯沼沢）,三石　稔,表紙2,上伊那郷土研究交流の集い特集号
伊那路,62,3,734,2018/03/10,【おとぎ絵姿花彩帖】（44）,橋爪　まんぷ,表紙3,上伊那郷土研究交流の集い特集号
伊那路,62,2,733,2018/02/10,描く紋、縫う紋,中崎　隆生,1,
伊那路,62,2,733,2018/02/10,信州の石工たち　天明の大飢饉供養碑の日本史上の白眉　飯嶋増右衛門の生涯と名もなき石工の優れた石仏,松橋　由雄,9,
伊那路,62,2,733,2018/02/10,戦国時代の殿島城（伊那市東春近）築城時期の推測,北原　昌弘,21,
伊那路,62,2,733,2018/02/10,思い出の人・思い出の事（23）飯島町の「お陣屋まつり」,桃澤　匡行,28,
伊那路,62,2,733,2018/02/10,伊那市が取り組む古い地名調査（9）,竹松　亨,31,
伊那路,62,2,733,2018/02/10,【図説・上伊那の民俗】（10）ホンダレ様（箕輪町富田）,三石　稔,表紙2,
伊那路,62,2,733,2018/02/10,【おとぎ絵姿花彩帖】（43）,橋爪　まんぷ,表紙3,
伊那路,62,1,732,2018/01/10,二人の風狂俳諧師　路通と井月,正津　勉,1,井月特集号
伊那路,62,1,732,2018/01/10,幕末の高遠文化と進徳館　井月を受け入れた文化的流れ,笹本　正治,14,井月特集号
伊那路,62,1,732,2018/01/10,2016・2017年の井月発見句,矢島　太郎,28,井月特集号
伊那路,62,1,732,2018/01/10,伊那における相馬御風と良寛さん,小原　洋一,31,井月特集号
伊那路,62,1,732,2018/01/10,【古文書の窓】（131）村の参使、山の口明け日の伝達を失念,三浦　孝美,36,井月特集号
伊那路,62,1,732,2018/01/10,【文化短信】「全校囲碁教室」伊那西小学校,有賀　弘,39,井月特集号
伊那路,62,1,732,2018/01/10,【おとぎ絵姿花彩帖】（42）,橋爪　まんぷ,表紙3,井月特集号
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　滋賀県への旅,田村　栄作,1,
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　木地師発祥の地から学べる地域のあり方,福澤　浩之,4,
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　木地師資料館を訪ねて,氣賀澤　厚典,9,
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　台風の鈴鹿山地での思いがけない出会い,久保田　誼,12,
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　近江売薬と上伊那との関係や如何に？,矢澤　静二,13,
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　近江配置薬行商人・父のルーツを訪ねて,竹若　康雄,17,
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　紫香楽宮跡を訪ねて,内藤　りつ子,21,
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　信楽伝統産業会館を訪ねて,矢島　信之,23,
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　目から鱗の銅鐸博物館,高木　幸伸,26,
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　雑感,松澤　英太郎,28,
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　永源氏の里・紫香楽宮・大岩山銅鐸博物館を巡って,橋爪　平治,30,
伊那路,61,12,731,2017/12/10,［第42回上伊那歴史研究会県外実地踏査報告］近江国と上伊那とのつながりを探る　木地師発祥の地と近江の売薬を視点に　歴史研究の進歩を実感,池上　昭,32,
伊那路,61,12,731,2017/12/10,【文化短信】美篶地区に残る戦争遺物の活用,矢島　信之,34,
伊那路,61,12,731,2017/12/10,【図説・上伊那の民俗】（9）かさんぼこ（飯島町日曽利）,三石　稔,表紙2,
伊那路,61,12,731,2017/12/10,【おとぎ絵姿花彩帖】（41）,橋爪　まんぷ,表紙3,
伊那路,61,11,730,2017/11/10,高遠に残る刀剣　高遠町歴史博物館収蔵品などを概観する,林　洋一,1,
伊那路,61,11,730,2017/11/10,『古今書院』創設者・西春近村出身の橋本福松（6）教員から実業家へと歩んだその波乱の生涯に学ぶ,三上　徹也,11,
伊那路,61,11,730,2017/11/10,「青葉の笛」俳諧に及ぶ,矢島　太郎,22,
伊那路,61,11,730,2017/11/10,伊那谷のライチョウ　民俗の窓を通して（30）,吉田　保晴,31,
伊那路,61,11,730,2017/11/10,思い出の人・思い出の事（22）山下清展の顛末,桃澤　匡行,37,
伊那路,61,11,730,2017/11/10,日本の子育て（31）劣等感,大槻　武治,39,
伊那路,61,11,730,2017/11/10,【図説・上伊那の民俗】（8）ザザムシ漁（箕輪町）,三石　稔,表紙2,
伊那路,61,11,730,2017/11/10,【おとぎ絵姿花彩帖】（40）,橋爪　まんぷ,表紙3,
伊那路,61,10,729,2017/10/10,石工　藤森吉弥の作品を訪ねて　鷲窟山観音院（曹洞宗）へ,堀内　敏文,1,石工特集号
伊那路,61,10,729,2017/10/10,石匠　守屋貞七の全石造物を探る　石工歴60年間に333体彫像か,田中　清文,18,石工特集号
伊那路,61,10,729,2017/10/10,節分の今　「かにかや」を中心に,三石　稔,25,石工特集号
伊那路,61,10,729,2017/10/10,【古文書の窓】（130）矢彦神社、正保国絵図の訂正を訴える,三浦　孝美,36,石工特集号
伊那路,61,10,729,2017/10/10,【図説・上伊那の民俗】（7）本郷神社「大三国」（飯島町本郷）,三石　稔,表紙2,石工特集号
伊那路,61,10,729,2017/10/10,【おとぎ絵姿花彩帖】（39）,橋爪　まんぷ,表紙3,石工特集号
伊那路,61,9,728,2017/09/10,戦没同窓生の「鎮魂碑」建立と憲法学者芦部信喜氏の講演　太平洋戦争と旧制伊那中学校の歴史を踏まえて,久保田　誼,1,終戦特集号
伊那路,61,9,728,2017/09/10,「県立伊那高等女学校と名古屋空襲」をテーマに公演　2016年福岡県筑紫地区の第30回記念「平和のつどい」で,山口　通之,11,終戦特集号
伊那路,61,9,728,2017/09/10,学童も駆り出された忠魂碑の移転と再建,北原　昌弘,19,終戦特集号
伊那路,61,9,728,2017/09/10,伊那市が取り組む古い地名調査（8）,竹松　亨,23,終戦特集号
伊那路,61,9,728,2017/09/10,飯島町にも来た大相撲,桃澤　匡行,34,終戦特集号
伊那路,61,9,728,2017/09/10,伊那谷のクイナ類　民俗の窓を通して（29）,吉田　保晴,36,終戦特集号
伊那路,61,9,728,2017/09/10,日本の子育て（30）自ら学ぶ,大槻　武治,38,終戦特集号
伊那路,61,9,728,2017/09/10,【文化短信】「少年の塔」,矢澤　静二,39,終戦特集号
伊那路,61,9,728,2017/09/10,【図説・上伊那の民俗】（6）大御食神社「福子切り」（駒ケ根市赤穂）,三石　稔,表紙2,終戦特集号
伊那路,61,9,728,2017/09/10,【おとぎ絵姿花彩帖】（38）,橋爪　まんぷ,表紙3,終戦特集号
伊那路,61,8,727,2017/08/10,南海の楽園・玉砕の島　パラオの旅,後藤　寛,1,終戦特集号
伊那路,61,8,727,2017/08/10,昭和20年度『上片桐国民学校日誌』を読む　特に東京二子玉川国民学校集団疎開と時局に関する事項ならびに他資料対比考察,大場　茂明,14,終戦特集号
伊那路,61,8,727,2017/08/10,辰野にあった防空監視哨と対空監視哨　B29の襲来に備えて,竹渕　修二,33,終戦特集号
伊那路,61,8,727,2017/08/10,【古文書の窓】（129）預り人の扱いにつきお願い,下平　すみ子,38,終戦特集号
伊那路,61,8,727,2017/08/10,【図説・上伊那の民俗】（5）田畑の「まんど」（南箕輪村田畑）,三石　稔,表紙2,終戦特集号
伊那路,61,8,727,2017/08/10,【おとぎ絵姿花彩帖】（37）,橋爪　まんぷ,表紙3,終戦特集号
伊那路,61,7,726,2017/07/10,石仏写真考　「高遠石工の石仏」鑑賞の新たな視点,熊谷　友幸,1,
伊那路,61,7,726,2017/07/10,昭和21年の音楽教科書（第3学年用）,山本　勝,12,
伊那路,61,7,726,2017/07/10,「下伊那における井月の顕彰活動」の訂正・補遺,宮澤　宏治,18,
伊那路,61,7,726,2017/07/10,中村不折の作品が道後温泉旅館にあった,北原　昌弘,19,
伊那路,61,7,726,2017/07/10,書籍紹介『地図中心』特集　ぴっかり辰野町ぴっかり,小林　辰興,24,
伊那路,61,7,726,2017/07/10,【文化短信】花と音楽の共演,矢島　信之,26,
伊那路,61,7,726,2017/07/10,【古文書の窓】（128）虫害による被害甚大の訴え,清水　満,28,
伊那路,61,7,726,2017/07/10,伊那市が取り組む古い地名調査（7）,竹松　亨,31,
伊那路,61,7,726,2017/07/10,【図説・上伊那の民俗】（4）南宮神社御鹿奉納神事（箕輪町木下）,三石　稔,表紙2,
伊那路,61,7,726,2017/07/10,【おとぎ絵姿花彩帖】（36）,橋爪　まんぷ,表紙3,
伊那路,61,6,725,2017/06/10,南アルプス仙丈ケ岳の植生保護活動　「仙丈小屋のあの晩」の思い出,白鳥　孝,1,自然特集号
伊那路,61,6,725,2017/06/10,人知れず深刻化するツキノワグマによる剝皮被害と対策,近藤　道治,11,自然特集号
伊那路,61,6,725,2017/06/10,三遠南信の風に吹かれて,宮下　明子,18,自然特集号
伊那路,61,6,725,2017/06/10,宝剣岳の錫杖,堺澤　清人,26,自然特集号
伊那路,61,6,725,2017/06/10,「井月さんの歌」について,一ノ瀬　武志,29,自然特集号
伊那路,61,6,725,2017/06/10,伊那谷のウぐイス類　民俗の窓を通して（28）,吉田　保晴,32,自然特集号
伊那路,61,6,725,2017/06/10,日本の子育て（29）初詣,大槻　武治,39,自然特集号
伊那路,61,6,725,2017/06/10,【図説・上伊那の民俗】（3）土蔵の「しぶきよけ」（飯島町七久保）,三石　稔,表紙2,自然特集号
伊那路,61,6,725,2017/06/10,【おとぎ絵姿花彩帖】（35）,橋爪　まんぷ,表紙3,自然特集号
伊那路,61,5,724,2017/05/10,『伊那路』創刊60周年記念事業報告,氣賀澤　厚典,1,創刊60周年記念事業特集号
伊那路,61,5,724,2017/05/10,『古今書院』創設者・西春近村出身の橋本福松（5）教員から実業家へと歩んだその波乱の生涯に学ぶ,三上　徹也,7,創刊60周年記念事業特集号
伊那路,61,5,724,2017/05/10,下伊那における井月の顕彰活動,宮澤　宏治,19,創刊60周年記念事業特集号
伊那路,61,5,724,2017/05/10,郷土の歴史を学ぶ　中川村公民館の取り組み,片桐　充昭,32,創刊60周年記念事業特集号
伊那路,61,5,724,2017/05/10,思い出の人・思い出の事（21）奥出雲・三沢郷への一人旅,桃澤　匡行,38,創刊60周年記念事業特集号
伊那路,61,5,724,2017/05/10,【図説・上伊那の民俗】（2）町の数珠回し（中川村大草沖町）,三石　稔,表紙2,創刊60周年記念事業特集号
伊那路,61,5,724,2017/05/10,【おとぎ絵姿花彩帖】（34）,橋爪　まんぷ,表紙3,創刊60周年記念事業特集号
伊那路,61,4,723,2017/04/10,水戸浪士通過の際の高遠藩兵　「祖父の昔語り」より,瀧澤　秀人,1,
伊那路,61,4,723,2017/04/10,中馬が運んだお茶,倉田　敬吾,15,
伊那路,61,4,723,2017/04/10,伊那市が取り組む古い地名調査（6）,竹松　亨,23,
伊那路,61,4,723,2017/04/10,思い出の人・思い出の事（20）飯島・岩間氏全国大会の思い出,桃澤　匡行,31,
伊那路,61,4,723,2017/04/10,執筆のきっかけ「山下慶治」氏の思い出,北原　昌弘,33,
伊那路,61,4,723,2017/04/10,『伊那路』を生活の友として,矢澤　喬治,35,
伊那路,61,4,723,2017/04/10,ふるさと伊那の思い出,原　弘,35,
伊那路,61,4,723,2017/04/10,日本の子育て（28）後ろに眼がある,大槻　武治,38,
伊那路,61,4,723,2017/04/10,【図説・上伊那の民俗】（1）中尾歌舞伎,三石　稔,表紙2,
伊那路,61,4,723,2017/04/10,【おとぎ絵姿花彩帖】（33）,橋爪　まんぷ,表紙3,
伊那路,61,3,722,2017/03/10,「第17回上伊那郷土研究交流の集い」報告,伊藤　修,1,上伊那郷土研究交流の集い特集号
伊那路,61,3,722,2017/03/10,羽広誌研究会の取り組み　『羽広誌』刊行とそれを生かした活動,山口　通之,2,上伊那郷土研究交流の集い特集号
伊那路,61,3,722,2017/03/10,仲仙寺の寺宝を映像で探る,重盛　欣三,9,上伊那郷土研究交流の集い特集号
伊那路,61,3,722,2017/03/10,林宗賢編著『羽廣山仲仙寺縁起』から仲仙寺史を概観する,池上　昭,17,上伊那郷土研究交流の集い特集号
伊那路,61,3,722,2017/03/10,仲仙寺の絵馬,濵　慎一,28,上伊那郷土研究交流の集い特集号
伊那路,61,3,722,2017/03/10,西箕輪羽広・仲仙寺に学ぶ　「交流の集い」の感想,松村　正明,32,上伊那郷土研究交流の集い特集号
伊那路,61,3,722,2017/03/10,第17回上伊那郷土研究交流の集いに参加しての雑感,太田　保,34,上伊那郷土研究交流の集い特集号
伊那路,61,3,722,2017/03/10,仲仙寺との縁,蟹澤　廣美,36,上伊那郷土研究交流の集い特集号
伊那路,61,3,722,2017/03/10,【文化短信】まぼろしのコマクサ,吉田　保晴,38,上伊那郷土研究交流の集い特集号
伊那路,61,3,722,2017/03/10,【高山の植物】（50）ニョホウチドリ　南アルプスで見かけた植物（37）,田中　茂,表紙2,上伊那郷土研究交流の集い特集号
伊那路,61,3,722,2017/03/10,【おとぎ絵姿花彩帖】（32）,橋爪　まんぷ,表紙3,上伊那郷土研究交流の集い特集号
伊那路,61,2,721,2017/02/10,『伊那路』創刊60年　最近10年間のあゆみ,清水　満,1,創刊60周年記念特集号（2）
伊那路,61,2,721,2017/02/10,『伊那路』創刊60周年記念企画　『伊那路』アンケート調査集計,編集部,5,創刊60周年記念特集号（2）
伊那路,61,2,721,2017/02/10,蚕糸業と上伊那　『伊那路』創刊60周年記念特集に寄せて,小野　和英,9,創刊60周年記念特集号（2）
伊那路,61,2,721,2017/02/10,伊澤修二と聴覚障害者教育・幼児教育,柳川　広美,23,創刊60周年記念特集号（2）
伊那路,61,2,721,2017/02/10,井月日記甲・乙翻刻（4）,竹入　弘元,27,創刊60周年記念特集号（2）
伊那路,61,2,721,2017/02/10,【文化短信】特別展「大下宇陀児」展　箕輪町郷土博物館,山本　勝,35,創刊60周年記念特集号（2）
伊那路,61,2,721,2017/02/10,日本の子育て（27）不登校,大槻　武治,36,創刊60周年記念特集号（2）
伊那路,61,2,721,2017/02/10,井月拵の木刀の記,細田　伊佐夫,37,創刊60周年記念特集号（2）
伊那路,61,2,721,2017/02/10,【高山の植物】（49）ホテイラン　南アルプスで見かけた植物（36）,田中　茂,表紙2,創刊60周年記念特集号（2）
伊那路,61,2,721,2017/02/10,【おとぎ絵姿花彩帖】（31）,橋爪　まんぷ,表紙3,創刊60周年記念特集号（2）
伊那路,61,1,720,2017/01/10,年表『伊那路』600号〜のあゆみ,上伊那郷土研究会,1,創刊60周年記念特集号（1）
伊那路,61,1,720,2017/01/10,『伊那路』創刊60周年記念に寄せて,池上　正直,5,創刊60周年記念特集号（1）
伊那路,61,1,720,2017/01/10,この10年の『伊那路』掲載、俳人井月関係論考を読んで,竹入　弘元,8,創刊60周年記念特集号（1）
伊那路,61,1,720,2017/01/10,『古今書院』創設者・西春近村出身の橋本福松（4）教員から実業家へと歩んだその波乱の生涯に学ぶ,三上　徹也,18,創刊60周年記念特集号（1）
伊那路,61,1,720,2017/01/10,わらべ歌の終わりの音について　心の状態と歌の終止音との関係,竹渕　修二,34,創刊60周年記念特集号（1）
伊那路,60,12,719,2016/12/10,［第41回上伊那歴史研究会県外実地踏査報告］越中富山と上伊那とのつながりを探る　越中富山の薬売り・飛騨ブリ・木曽義仲（樋口次郎兼光）を視点に　富山県への旅,田村　栄作,1,広域特集号
伊那路,60,12,719,2016/12/10,［第41回上伊那歴史研究会県外実地踏査報告］越中富山と上伊那とのつながりを探る　越中富山の薬売り・飛騨ブリ・木曽義仲（樋口次郎兼光）を視点に　白川郷と和田家,氣賀澤　厚典,6,広域特集号
伊那路,60,12,719,2016/12/10,［第41回上伊那歴史研究会県外実地踏査報告］越中富山と上伊那とのつながりを探る　越中富山の薬売り・飛騨ブリ・木曽義仲（樋口次郎兼光）を視点に　倶利伽羅峠を訪ねて,渡辺　弘行,9,広域特集号
伊那路,60,12,719,2016/12/10,［第41回上伊那歴史研究会県外実地踏査報告］越中富山と上伊那とのつながりを探る　越中富山の薬売り・飛騨ブリ・木曽義仲（樋口次郎兼光）を視点に　飛騨ブリの道,竹若　康雄,12,広域特集号
伊那路,60,12,719,2016/12/10,［第41回上伊那歴史研究会県外実地踏査報告］越中富山と上伊那とのつながりを探る　越中富山の薬売り・飛騨ブリ・木曽義仲（樋口次郎兼光）を視点に　富山市売薬資料館を訪ねて,福澤　浩之,15,広域特集号
伊那路,60,12,719,2016/12/10,［第41回上伊那歴史研究会県外実地踏査報告］越中富山と上伊那とのつながりを探る　越中富山の薬売り・飛騨ブリ・木曽義仲（樋口次郎兼光）を視点に　薬種商の館金岡邸を見学して,内藤　りつ子,18,広域特集号
伊那路,60,12,719,2016/12/10,［第41回上伊那歴史研究会県外実地踏査報告］越中富山と上伊那とのつながりを探る　越中富山の薬売り・飛騨ブリ・木曽義仲（樋口次郎兼光）を視点に　実地踏査良きかな,松澤　英太郎,21,広域特集号
