magazine,volume,issue,serial_num,date,title,author,page,note
伊那路,54,6,641,2010/06/10,【上伊那の野外彫刻】（73）旅立ち（JR小町屋駅前）,吉澤　正昭,表紙2,自然と人間との関わり特集号
伊那路,54,5,640,2010/05/10,良寛さんは母の三回忌に出雲崎にいた　天明四年（1784）金鳳寺に巡錫したことから,小原　洋一,1,
伊那路,54,5,640,2010/05/10,「手良村報」に見る昭和初期のくらし（4）大不況下のくらしを中心に,宮原　達明,14,
伊那路,54,5,640,2010/05/10,神子柴文化の探究（2）遊動から半定住生活への胎動,田中　清文,21,
伊那路,54,5,640,2010/05/10,思い出の人・思い出の事（2）向山雅重先生（民俗学者）,桃澤　匡行,31,
伊那路,54,5,640,2010/05/10,明音寺の富小路家より寄進された駕籠について,矢澤　喬治,34,
伊那路,54,5,640,2010/05/10,【文化短信】上伊那視聴覚ライブラリー,氣賀澤　厚典,37,
伊那路,54,5,640,2010/05/10,【考古あれこれ】（6）中川村出土の土偶,寺平　宏,38,
伊那路,54,5,640,2010/05/10,【師匠の背中（2）より】（20）酒飲みの鏡,若林　徹男,40,
伊那路,54,5,640,2010/05/10,【上伊那の野外彫刻】（72）明日へ歩ゆむ（西駒郷）,吉澤　正昭,表紙2,
伊那路,54,4,639,2010/04/10,神子柴文化の探究（1）遊動から半定住生活への胎動,田中　清文,1,考古特集号
伊那路,54,4,639,2010/04/10,偶感　中越遺跡の壺形土器,桐原　健,12,考古特集号
伊那路,54,4,639,2010/04/10,飯島氏を考える　若森社遺跡調査から,太田　保,16,考古特集号
伊那路,54,4,639,2010/04/10,残された遺物と教育利用　発掘調査体験を通して,福澤　浩之,24,考古特集号
伊那路,54,4,639,2010/04/10,耳飾りの譜系について　上伊那地方の原始・古代,御子柴　泰正,29,考古特集号
伊那路,54,4,639,2010/04/10,【古文書の窓】（94）村方の記録に見る明治初期貨幣制度改革の実状,伊藤　一夫,38,考古特集号
伊那路,54,4,639,2010/04/10,【師匠の背中（2）より】（19）小さな殺生,若林　徹男,40,考古特集号
伊那路,54,4,639,2010/04/10,【上伊那の野外彫刻】（71）ゆめ遥か（辰野中学校）,吉澤　正昭,表紙2,考古特集号
伊那路,54,3,638,2010/03/10,ある日露戦争出征兵士の生涯,伊藤　修,1,
伊那路,54,3,638,2010/03/10,無量寺本堂前庭石仏群（2）,竹入　弘元,12,
伊那路,54,3,638,2010/03/10,年季明けて念願の独立開業　ある鍛冶職人の場合,山岸　貢,21,
伊那路,54,3,638,2010/03/10,思い出の人・思い出の事（1）佐藤雪洞先生（日本画家）,桃澤　匡行,29,
伊那路,54,3,638,2010/03/10,伊那谷のヤマセミ　民俗の窓を通して（7）,吉田　保晴,33,
伊那路,54,3,638,2010/03/10,【文化短信】現れた文化財、消え去る文化財,伊藤　修,37,
伊那路,54,3,638,2010/03/10,【考古あれこれ】（5）謎の地下室発見余話,赤羽　義洋,38,
伊那路,54,3,638,2010/03/10,【師匠の背中（2）より】（18）豆まき（節分）,若林　徹男,40,
伊那路,54,3,638,2010/03/10,【上伊那の野外彫刻】（70）めいすい（駒ヶ根高原美術館）,吉澤　正昭,表紙2,
伊那路,54,2,637,2010/02/10,箕輪町竜東地区東山山麓歴史の道,小口　恵子,1,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,天竜川におけるサギ・カモ類の個体数変動,小林　高志,10,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,短歌　いろはにほへど（1）,野溝　直人,18,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,無量寺本堂前庭石仏群（1）,竹入　弘元,19,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,「第十回上伊那郷土研究交流の集い」報告,山口　通之,29,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,参加することが学ぶこと,岡　久幸,32,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,先進的な「ふる里からの出発」東山の掘りおこし,唐木　達雄,32,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,「第十回上伊那郷土研究交流の集い」に参加して,小田切　英雄,33,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,養蚕かるた（3）,山本　勝,35,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,【文化短信】旧刊紹介『伊那路』創刊号,清水　満,37,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,【古文書の窓】（93）天竜川通船の認可願届,酒井　巌,38,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,【師匠の背中（2）より】（17）小正月,若林　徹男,40,上伊那郷土研究交流の集い特集号
伊那路,54,2,637,2010/02/10,【上伊那の野外彫刻】（69）ふるさとに育つ（川島小学校）,吉澤　正昭,表紙2,上伊那郷土研究交流の集い特集号
伊那路,54,1,636,2010/01/10,地球を守るクリーンエネルギー　旧中沢村（駒ヶ根市中沢）村営発電に学ぶもの,唐木　勉,1,
伊那路,54,1,636,2010/01/10,勒銘石紀行　天山と俊篤と,山岸　貢,7,
伊那路,54,1,636,2010/01/10,昭和二十年代の上伊那考古学事情　本田秀明の考古学原点,桐原　健,14,
伊那路,54,1,636,2010/01/10,「手良村報」に見る昭和初期のくらし　昭和初期の小学校教育,宮原　達明,17,
伊那路,54,1,636,2010/01/10,ウェストンと『日本アルプス』の献上本,田畑　真一,24,
伊那路,54,1,636,2010/01/10,伊那谷のモズの仲間とヒバリ　民俗の窓を通して（6）,吉田　保晴,25,
伊那路,54,1,636,2010/01/10,【文化短信】第十回上伊那郷土研究交流の集い,山本　勝,37,
伊那路,54,1,636,2010/01/10,【考古あれこれ】（4）中道遺跡,赤松　茂,38,
伊那路,54,1,636,2010/01/10,【師匠の背中（2）より】（16）年の瀬,若林　徹男,40,
伊那路,54,1,636,2010/01/10,養蚕かるた,山本　勝,13・36,
伊那路,53,12,635,2009/12/10,沖縄県南大東島へ歴史的な第一歩を,池上　眞澄,1,広域特集号
伊那路,53,12,635,2009/12/10,［第三十四回上伊那歴史研究会県外実地踏査報告］中山道と上信国境の古道を巡り、富岡製糸・秩父事件と信州の関連を現地に探る　実地踏査の概要,北原　利雄,10,広域特集号
伊那路,53,12,635,2009/12/10,［第三十四回上伊那歴史研究会県外実地踏査報告］中山道と上信国境の古道を巡り、富岡製糸・秩父事件と信州の関連を現地に探る　中山道の道筋を巡る旅　長窪（長久保）宿〜笠取峠の松並木,桐山　清一,13,広域特集号
伊那路,53,12,635,2009/12/10,［第三十四回上伊那歴史研究会県外実地踏査報告］中山道と上信国境の古道を巡り、富岡製糸・秩父事件と信州の関連を現地に探る　中山道芦田宿から望月宿へ,内藤　りつ子,18,広域特集号
伊那路,53,12,635,2009/12/10,［第三十四回上伊那歴史研究会県外実地踏査報告］中山道と上信国境の古道を巡り、富岡製糸・秩父事件と信州の関連を現地に探る　今に生きる五郎兵衛用水を訪ねて,内城　正登,22,広域特集号
伊那路,53,12,635,2009/12/10,［第三十四回上伊那歴史研究会県外実地踏査報告］中山道と上信国境の古道を巡り、富岡製糸・秩父事件と信州の関連を現地に探る　富岡製糸場,中村　敬,25,広域特集号
伊那路,53,12,635,2009/12/10,［第三十四回上伊那歴史研究会県外実地踏査報告］中山道と上信国境の古道を巡り、富岡製糸・秩父事件と信州の関連を現地に探る　信州における秩父事件の足跡,矢澤　静二,28,広域特集号
伊那路,53,12,635,2009/12/10,［第三十四回上伊那歴史研究会県外実地踏査報告］中山道と上信国境の古道を巡り、富岡製糸・秩父事件と信州の関連を現地に探る　県外実地踏査に参加して,伊藤　一夫,35,広域特集号
伊那路,53,12,635,2009/12/10,【古文書の窓】（92）養女に百姓名前を譲るに付一札,下平　すみ子,38,広域特集号
伊那路,53,12,635,2009/12/10,【文化短信】「池泉堂文化サロン」に参加して,矢島　倉之,40,広域特集号
伊那路,53,12,635,2009/12/10,【師匠の背中（2）より】（15）足・腰を踏め,若林　徹男,41,広域特集号
伊那路,53,12,635,2009/12/10,【上伊那の野外彫刻】（68）信濃の娘（辰野高等学校）,吉澤　正昭,表紙2,広域特集号
伊那路,53,11,634,2009/11/10,乞食者・井月　放浪の系譜のなかにみる,北村　皆雄,1,
伊那路,53,11,634,2009/11/10,上伊那教育会所蔵秀作展の「伊沢コーナー」を見て『小学唱歌　壱』の教材「からす」から思うこと,竹渕　修二,10,
伊那路,53,11,634,2009/11/10,幕末の箕輪地方の狂歌について,矢澤　喬治,21,
伊那路,53,11,634,2009/11/10,伊那谷のコジュケイ　民俗の窓を通して（5）,吉田　保晴,26,
伊那路,53,11,634,2009/11/10,流れる五戸川は生きている　保科氏の最上移封と会津藩の戊辰役後の斗南転封をめぐって,倉沢　健郎,28,
伊那路,53,11,634,2009/11/10,【文化短信】相次いで枯れる天然記念物の古木,三浦　孝美,37,
伊那路,53,11,634,2009/11/10,【考古あれこれ】（3）遺跡と遺物の整合性について,飯塚　政美,38,
伊那路,53,11,634,2009/11/10,【師匠の背中（2）より】（14）稲藁の保存「にょう積み」,若林　徹男,40,
伊那路,53,11,634,2009/11/10,【上伊那の野外彫刻】（67）高きあこがれ（飯島中学校）,吉澤　正昭,表紙2,
伊那路,53,10,633,2009/10/10,伊那市西箕輪羽広仲仙寺の神願様,中崎　隆生,1,民俗特集号
伊那路,53,10,633,2009/10/10,山岳信仰の起源と西春近の権現山信仰,飯塚　政美,10,民俗特集号
伊那路,53,10,633,2009/10/10,今に伝わる「道切り」の大草履,桃澤　匡行,18,民俗特集号
伊那路,53,10,633,2009/10/10,昭和初年の鍛工場開業広告の考察,伊藤　一夫,20,民俗特集号
伊那路,53,10,633,2009/10/10,箕輪南宮神社「鹿踊り」の古文書発見,竹入　弘元,21,民俗特集号
伊那路,53,10,633,2009/10/10,伊那谷のキジ・オナガ・ムクドリ・ヒヨドリ　民俗の窓を通して（4）,吉田　保晴,26,民俗特集号
伊那路,53,10,633,2009/10/10,【文化短信】殿島橋,下平　道子,37,民俗特集号
伊那路,53,10,633,2009/10/10,【古文書の窓】（91）矢彦神社御柱人足勤仕一札のこと,三浦　孝美,38,民俗特集号
伊那路,53,10,633,2009/10/10,【師匠の背中（2）より】（13）灰の食器処理,若林　徹男,40,民俗特集号
伊那路,53,10,633,2009/10/10,【上伊那の野外彫刻】（66）若竹（南箕輪中学校）,吉澤　正昭,表紙2,民俗特集号
伊那路,53,9,632,2009/09/10,今は昔、美無組合製糸の跡をたずねて　ある糸取り姉妹とのかかわりから,山岸　貢,1,
伊那路,53,9,632,2009/09/10,「伊那の三女」ところどころ,桃澤　匡行,12,
伊那路,53,9,632,2009/09/10,箕輪の平田門人と小林義治の神代文字の墓碑,矢澤　喬治,20,
伊那路,53,9,632,2009/09/10,伊那谷のワシ・タカの仲間　民俗の窓を通して（3）,吉田　保晴,25,
伊那路,53,9,632,2009/09/10,バリ島とジャワ島の寺院,山本　勝,31,
伊那路,53,9,632,2009/09/10,【文化短信】南アルプスとその周辺の自然・文化をめぐる動向,山口　通之,36,
伊那路,53,9,632,2009/09/10,【考古あれこれ】（2）夏休みの一研究「竪穴住居」造り,田中　清文,38,
伊那路,53,9,632,2009/09/10,【師匠の背中（2）より】（12）秋の野良仕事（稲刈り）,若林　徹男,40,
伊那路,53,9,632,2009/09/10,【上伊那の野外彫刻】（65）ぼくらのゆめ（辰野東小学校）,吉澤　正昭,表紙2,
伊那路,53,8,631,2009/08/10,陸軍伊那飛行場付属地下壕と「御園工場」　補充された陸軍伊那飛行場の歴史　その2,久保田　誼,1,終戦特集号
伊那路,53,8,631,2009/08/10,戦前にラジオ放送された「千人塚城ヶ池」築造の経緯　七久保村長高坂宗重の農村経済更生事業実践談,伊藤　一夫,10,終戦特集号
伊那路,53,8,631,2009/08/10,「手良村報」に見る昭和初期のくらし（2）青年団体と戦争への道・軍国主義の進行,宮原　達明,19,終戦特集号
伊那路,53,8,631,2009/08/10,陸軍兵隊生活と戦時体験地訪問,矢島　太郎,28,終戦特集号
伊那路,53,8,631,2009/08/10,中川村に残された戦時下の行政文書,三浦　孝美,32,終戦特集号
伊那路,53,8,631,2009/08/10,【文化短信】歴史の里,吉田　保晴,37,終戦特集号
伊那路,53,8,631,2009/08/10,【古文書の窓】（90）台地上の原野開発,池上　正直,38,終戦特集号
伊那路,53,8,631,2009/08/10,【師匠の背中（2）より】（11）村祭り行き,若林　徹男,40,終戦特集号
伊那路,53,8,631,2009/08/10,【上伊那の野外彫刻】（64）かめ（トゥインクル本町マンション前）,吉澤　正昭,表紙2,終戦特集号
伊那路,53,7,630,2009/07/10,「四徳と井月句碑めぐり」を振り返って,宮澤　宏治,1,井月特集号
伊那路,53,7,630,2009/07/10,手良における井月の動勢とゆかりの句碑建立,宮原　達明,13,井月特集号
伊那路,53,7,630,2009/07/10,長良川に佇む井月,矢島　太郎,22,井月特集号
伊那路,53,7,630,2009/07/10,『井上井月展 in 葛飾』を開催して,加藤　すみ子,25,井月特集号
伊那路,53,7,630,2009/07/10,俳人　井上井月と「薬喰」,堀田　澄子,27,井月特集号
伊那路,53,7,630,2009/07/10,元禄検地帳に見る川下り郷一耕地の土地開発状況,酒井　巌,29,井月特集号
伊那路,53,7,630,2009/07/10,伊那谷から甲州へ渡った為清の鰐口,桃澤　匡行,36,井月特集号
伊那路,53,7,630,2009/07/10,【文化短信】「合唱団・交流演奏会」のため訪韓,堀田　澄子,39,井月特集号
伊那路,53,7,630,2009/07/10,【師匠の背中（2）より】（10）真空管,若林　徹男,40,井月特集号
伊那路,53,7,630,2009/07/10,【上伊那の野外彫刻】（63）王妃（株式会社ヤマウラ本社）,吉澤　正昭,表紙2,井月特集号
伊那路,53,6,629,2009/06/10,伊那谷のツバメ類　民俗の窓を通して（2）,吉田　保晴,1,自然と人間との関わり特集号
伊那路,53,6,629,2009/06/10,住民の選好景観から見る、これからの景観施策への提案　伊那市西箕輪地区の調査から,毛利　文陽,14,自然と人間との関わり特集号
伊那路,53,6,629,2009/06/10,身近な地域の調査　西箕輪ウォッチング　社会科授業での地域学習の試み,水上　俊雄,24,自然と人間との関わり特集号
伊那路,53,6,629,2009/06/10,「手良村報」に見る昭和初期のくらし（1）十三年間続いた「手良村報」,宮原　達明,34,自然と人間との関わり特集号
伊那路,53,6,629,2009/06/10,【古文書の窓】（89）「大田切川にて　夫　流死仕り候」,小木曽　伸一,38,自然と人間との関わり特集号
伊那路,53,6,629,2009/06/10,【師匠の背中（2）より】（9）散炭を使う時,若林　徹男,40,自然と人間との関わり特集号
伊那路,53,6,629,2009/06/10,【上伊那の野外彫刻】（62）希望（中川東小学校）,吉澤　正昭,表紙2,自然と人間との関わり特集号
伊那路,53,5,628,2009/05/10,カンボジアに学校を建てる,内藤　英昭,1,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,チョアムプカー小学校贈呈式　挨拶他,,5,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,創作童話　ケンのひとりごと,東條　美智子,12,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,教育なくして国の発展なし,唐澤　等,14,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,正に僻村のチョアムプカー,福澤　祐司,15,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,SVAの活動を現地でみて,福澤　由紀子,16,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,カンボジア「感動」の旅,玉木　幸治,18,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,百聞は一見に如かず,川崎　玲子,19,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,ボランティアの決意あらたに,池上　美恵子,20,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,絵本を贈る活動から,野原　和子,22,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,長桂寺テンプル,漆戸　栄子,23,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,アンコール遺蹟,清水　満,24,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,世界遺産ハロン湾,唐澤　信雄,27,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,上伊那一円発見の方形周溝墓の実態（2）,飯塚　政美,30,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,木曽駒ヶ岳への宗教心,田畑　真一,43,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,【文化短信】祝う御出版『上伊那教育会所蔵文化財　目録と考察』,竹入　弘元,45,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,【考古あれこれ】（1）高尾第一遺跡と私,伊藤　修,46,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,【師匠の背中（2）より】（8）散炭焼き,若林　徹男,48,カンボジアに学校を建てる特集号
伊那路,53,5,628,2009/05/10,【上伊那の野外彫刻】（61）清心（赤穂高等学校）,吉澤　正昭,表紙2,カンボジアに学校を建てる特集号
伊那路,53,4,627,2009/04/10,関わった上伊那の遺跡によせて　下伊那人の私が,神村　透,1,考古特集号
伊那路,53,4,627,2009/04/10,神子柴遺跡の意味するもの,堤　隆,9,考古特集号
伊那路,53,4,627,2009/04/10,有孔鍔付土器考と上伊那におけるその分布,御子柴　泰正,15,考古特集号
伊那路,53,4,627,2009/04/10,上伊那郡中川村対谷原遺跡発掘調査から,太田　保,23,考古特集号
伊那路,53,4,627,2009/04/10,上伊那一円発見の方形周溝墓の実態（1）,飯塚　政美,30,考古特集号
伊那路,53,4,627,2009/04/10,資料紹介　三角形多頭石斧とその付近出土の土器,本田　秀明,36,考古特集号
伊那路,53,4,627,2009/04/10,【文化短信】たつのアートフォーラム,赤羽　義洋,37,考古特集号
伊那路,53,4,627,2009/04/10,【古文書の窓】（88）支配役所に添簡発行を願い出た文書,清水　満,38,考古特集号
伊那路,53,4,627,2009/04/10,【師匠の背中（2）より】（7）精米,若林　徹男,40,考古特集号
伊那路,53,4,627,2009/04/10,【上伊那の野外彫刻】（60）あこがれ（JR駒ヶ根駅前）,吉澤　正昭,表紙2,考古特集号
伊那路,53,3,626,2009/03/10,伊那谷の南と北,三石　稔,1,
伊那路,53,3,626,2009/03/10,新発見の阪本天山伝記　松田黄牛「天山先生小伝」,林　洋一,16,
伊那路,53,3,626,2009/03/10,西天竜水田の全分水槽踏査報告,若林　博,21,
伊那路,53,3,626,2009/03/10,山伏塚と雁高大明神,宮原　達明,27,
伊那路,53,3,626,2009/03/10,信州・伊那の「農」からはじまる新しい途上国支援　その三　帰国報告会からその意義を考える,根本　和洋,32,
伊那路,53,3,626,2009/03/10,【文化短信】木下育成会「ふれあい昔の遊び」,山本　勝,37,
伊那路,53,3,626,2009/03/10,【上伊那遺跡めぐり】（66）上の林遺跡出土の二単位抽象文上底有孔鍔付土器,赤松　茂,38,
伊那路,53,3,626,2009/03/10,【師匠の背中（2）より】（6）籾すり（うすひき）,若林　徹男,40,
伊那路,53,3,626,2009/03/10,【上伊那の野外彫刻】（59）はぐくみ（辰野南小学校）,吉澤　正昭,表紙2,
伊那路,53,2,625,2009/02/10,くらしの中で育つみやだの古木・名木について,小田切　須賀雄,1,上伊那郷土研究交流の集い特集号
伊那路,53,2,625,2009/02/10,戦国時代の山城　宮田城址保存会の活動について,小田切　藤彦,8,上伊那郷土研究交流の集い特集号
伊那路,53,2,625,2009/02/10,郷土学習の推進に思う,松澤　英太郎,14,上伊那郷土研究交流の集い特集号
伊那路,53,2,625,2009/02/10,「第九回上伊那郷土研究交流の集い」報告,下平　道子,19,上伊那郷土研究交流の集い特集号
伊那路,53,2,625,2009/02/10,「郷土研究交流の集い」に初参加して,若林　博,21,上伊那郷土研究交流の集い特集号
伊那路,53,2,625,2009/02/10,向山雅重民俗資料館を訪れて,丸山　輝子,22,上伊那郷土研究交流の集い特集号
伊那路,53,2,625,2009/02/10,伊那谷の鳥（1）民俗の窓を通して,吉田　保晴,24,上伊那郷土研究交流の集い特集号
伊那路,53,2,625,2009/02/10,那須野さん　ところどころ（続）,桃澤　匡行,32,上伊那郷土研究交流の集い特集号
伊那路,53,2,625,2009/02/10,【師匠の背中（2）より】（5）脱穀作業（稲扱き）,若林　徹男,40,上伊那郷土研究交流の集い特集号
伊那路,53,2,625,2009/02/10,【上伊那の野外彫刻】（58）希望（七久保小学校）,吉澤　正昭,表紙2,上伊那郷土研究交流の集い特集号
伊那路,53,1,624,2009/01/10,県内初の「景観育成特定地区」指定の歩み　伊那市西箕輪地区,山口　通之,1,
伊那路,53,1,624,2009/01/10,新発見の阪本天山肖像画,林　洋一,12,
伊那路,53,1,624,2009/01/10,幕府から火鉢を拝領した眼医樋口三生について,矢澤　喬治,19,
伊那路,53,1,624,2009/01/10,天竜川柵立枠立替目論見　上伊那郡伊奈部村上牧・野底,竹入　弘元,23,
伊那路,53,1,624,2009/01/10,信州・伊那の「農」からはじまる新しい途上国支援　その二、フォローアップ事業でグアテマラへ,根本　和洋,27,
伊那路,53,1,624,2009/01/10,【文化短信】長野市での井月展を終えて,矢島　信之,37,
伊那路,53,1,624,2009/01/10,【古文書の窓】（87）中山道への初めての加助郷の記録,下平　すみ子,38,
伊那路,53,1,624,2009/01/10,【師匠の背中（2）より】（4）藁草履,若林　徹男,40,
伊那路,52,12,623,2008/12/10,信州・伊那の「農」からはじまる新しい途上国支援　その一、JICAグアテマラ人研修生の受け入れ,根本　和洋,1,広域特集号
伊那路,52,12,623,2008/12/10,［第三十三回上伊那歴史研究会県外実地踏査報告］秋葉街道に信仰の道と塩の道を訪ね、遠江と上伊那との関連を現地に探る　実地踏査の概要,北原　利雄,9,広域特集号
伊那路,52,12,623,2008/12/10,［第三十三回上伊那歴史研究会県外実地踏査報告］秋葉街道に信仰の道と塩の道を訪ね、遠江と上伊那との関連を現地に探る　秋葉街道を訪ねて,芦部　公一,12,広域特集号
伊那路,52,12,623,2008/12/10,［第三十三回上伊那歴史研究会県外実地踏査報告］秋葉街道に信仰の道と塩の道を訪ね、遠江と上伊那との関連を現地に探る　秋葉信仰の中心　秋葉神社を訪ねて,内城　正登,16,広域特集号
伊那路,52,12,623,2008/12/10,［第三十三回上伊那歴史研究会県外実地踏査報告］秋葉街道に信仰の道と塩の道を訪ね、遠江と上伊那との関連を現地に探る　秋葉山〜可睡齋,福興　雅寿,19,広域特集号
伊那路,52,12,623,2008/12/10,［第三十三回上伊那歴史研究会県外実地踏査報告］秋葉街道に信仰の道と塩の道を訪ね、遠江と上伊那との関連を現地に探る　塩の道の起点　相良,内藤　りつ子,22,広域特集号
伊那路,52,12,623,2008/12/10,［第三十三回上伊那歴史研究会県外実地踏査報告］秋葉街道に信仰の道と塩の道を訪ね、遠江と上伊那との関連を現地に探る　金原明善とその業績、浜松城について,矢田　直也,25,広域特集号
伊那路,52,12,623,2008/12/10,［第三十三回上伊那歴史研究会県外実地踏査報告］秋葉街道に信仰の道と塩の道を訪ね、遠江と上伊那との関連を現地に探る　宗良親王ゆかりの地「井伊谷」を訪ねて,宮脇　正実,31,広域特集号
伊那路,52,12,623,2008/12/10,［第三十三回上伊那歴史研究会県外実地踏査報告］秋葉街道に信仰の道と塩の道を訪ね、遠江と上伊那との関連を現地に探る　県外実地踏査に参加して,氣賀澤　厚典,34,広域特集号
伊那路,52,12,623,2008/12/10,シンガポールでの生活,北原　安門,37,広域特集号
伊那路,52,12,623,2008/12/10,【上伊那遺跡めぐり】（65）辰野の近代遺跡　肖像彫刻の表象,赤羽　義洋,40,広域特集号
伊那路,52,12,623,2008/12/10,【師匠の背中（2）より】（3）縄を綯う,若林　徹男,42,広域特集号
伊那路,52,12,623,2008/12/10,【上伊那の野外彫刻】（57）時を刳り貫く（飯島町役場）,吉澤　正昭,表紙2,広域特集号
伊那路,52,11,622,2008/11/10,伊那市西春近西方域の山や川を探る　今、奥山は,酒井　卓実,1,
伊那路,52,11,622,2008/11/10,古代の諏訪と基層諏訪信仰の謎（4）ミシャグジ神と柴宮銅鐸の一視点,田中　清文,9,
伊那路,52,11,622,2008/11/10,丸丁池上家文書にみる『御公儀様・御領主様御触書』について（18）,長谷川　正次,22,
伊那路,52,11,622,2008/11/10,ウェストンと一番風呂,田畑　真一,32,
伊那路,52,11,622,2008/11/10,三内丸山遺跡の見学,山本　勝,34,
伊那路,52,11,622,2008/11/10,【文化短信】地籍調査,下平　道子,37,
伊那路,52,11,622,2008/11/10,【古文書の窓】（86）大事業の一環、伊能忠敬「測量方先触」,竹入　弘元,38,
伊那路,52,11,622,2008/11/10,【師匠の背中（2）より】（2）ねこを織る,若林　徹男,40,
伊那路,52,11,622,2008/11/10,【上伊那の野外彫刻】（56）若もの（箕輪東小学校）,吉澤　正昭,表紙2,
伊那路,52,10,621,2008/10/10,遊びの空間から読み取る,三石　稔,1,民俗特集号
伊那路,52,10,621,2008/10/10,田畑区・御園区等に伝わる諏訪大社上社御頭祭への奉仕,松澤　英太郎,16,民俗特集号
伊那路,52,10,621,2008/10/10,祖父の日記に見る明治期の刈敷山作業の実情,矢島　信之,22,民俗特集号
伊那路,52,10,621,2008/10/10,機械が解明してくれたわらべ歌のリズム　日本固有の伝統的なリズムをもつわらべ歌,竹渕　修二,30,民俗特集号
伊那路,52,10,621,2008/10/10,飯島町鳥居原のいぼ神様,中島　淑雄,35,民俗特集号
伊那路,52,10,621,2008/10/10,【文化短信】「小野のシダレグリ自生地」保全友の会,三浦　孝美,37,民俗特集号
伊那路,52,10,621,2008/10/10,【上伊那遺跡めぐり】（64）中世遺跡として著名な堂垣外遺跡,飯塚　政美,38,民俗特集号
伊那路,52,10,621,2008/10/10,師匠の背中（2）より,若林　徹男,40,民俗特集号
伊那路,52,10,621,2008/10/10,【上伊那の野外彫刻】（55）飛躍（箕輪町ふれあい広場）,吉澤　正昭,表紙2,民俗特集号
伊那路,52,9,620,2008/09/10,小林勇、横浜事件、大江・岩波訴訟　かつての轍を踏むまじ,今井　康之,1,
伊那路,52,9,620,2008/09/10,トラック島戦場体験記,山口　英美・矢島　太郎,17,
伊那路,52,9,620,2008/09/10,丸丁池上家文書にみる『御公儀様・御領主様御触書』について（17）,長谷川　正次,21,
伊那路,52,9,620,2008/09/10,「源氏三枕」の筆写本について,桃澤　匡行,32,
伊那路,52,9,620,2008/09/10,【古文書の窓】（85）上伊那郷中倹約定書のこと,三浦　孝美,38,
伊那路,52,9,620,2008/09/10,【上伊那の野外彫刻】（54）香（辰野東小学校）,吉澤　正昭,表紙2,
伊那路,52,8,619,2008/08/10,伊那市の旧日本陸軍飛行場跡地を訪ねて,金　廣烈,1,終戦特集号
伊那路,52,8,619,2008/08/10,金廣烈氏来伊と地域研究の課題,久保田　誼,4,終戦特集号
伊那路,52,8,619,2008/08/10,旧制伊那中学校（現伊那北高校）生の戦時体験　プロローグ,,5,終戦特集号
伊那路,52,8,619,2008/08/10,旧制伊那中学校（現伊那北高校）生の戦時体験　「学徒勤労令」による動員と名古屋での空襲罹災メモ,原　隆男,6,終戦特集号
伊那路,52,8,619,2008/08/10,旧制伊那中学校（現伊那北高校）生の戦時体験　名古屋空襲罹災体験,田中　三郎,11,終戦特集号
伊那路,52,8,619,2008/08/10,旧制伊那中学校（現伊那北高校）生の戦時体験　学徒動員顛末記,矢島　太郎,13,終戦特集号
伊那路,52,8,619,2008/08/10,旧制伊那中学校（現伊那北高校）生の戦時体験　工場動員中のこと,武井　信典,16,終戦特集号
伊那路,52,8,619,2008/08/10,旧制伊那中学校（現伊那北高校）生の戦時体験　俺たちの「学徒勤労令」,福田　悦蔵,17,終戦特集号
伊那路,52,8,619,2008/08/10,旧制伊那中学校（現伊那北高校）生の戦時体験　戦争、この残酷さ空しさ,三沢　貞雄,19,終戦特集号
